Set	MTP	PCA1	PCA2	PCA3	PCA4	PCA5	PCA6	PCA7	PCA8	PCA9	PCA10	PCA11	PCA12	PCA13	PCA14	PCA15	PCA16	PCA17	PCA18	PCA19	PCA20	PCA21	PCA22	PCA23	PCA24	PCA25	PCA26	PCA27	PCA28	PCA29	PCA30
0	35	12.4467	0.4623	2.4546	1.4168	-2.0353	0.3218	1.0568	0.62715	-1.19639	-1.2665	-1.2098	-0.62948	0.35505	-0.48928	-0.74834	0.41612	-1.48053	-0.2201	0.83368	-1.30466	-0.42861	-0.04623	0.8734	-0.70146	0.0597	-0.55319	-0.65146	-0.4512	-0.44288	-1.0651
0	35.5	0.4655	2.5783	3.0057	-0.6493	-2.6516	0.4016	1.8285	-0.42133	-0.8569	-0.7179	-0.599	-0.7384	0.29569	0.78544	-3.16203	0.31885	-1.60187	0.0796	0.48565	-0.34618	0.3735	-0.3577	0.4167	1.26894	-1.06253	-0.29184	1.35829	0.59936	0.52795	0.6853
0	37	3.6974	1.0016	0.2007	-0.5965	0.333	0.3349	0.8589	-0.24477	1.44767	-1.4944	-1.4357	0.47476	0.01858	-0.93139	0.39946	0.60196	-0.14274	0.3215	-0.3881	-0.01252	-0.18124	0.69699	-0.2196	-0.27528	0.62499	0.68778	-0.32294	1.04241	-1.14696	0.89171
0	37.200001	9.4371	-1.972	0.3609	2.0595	2.0337	-0.9534	-1.3095	-2.3675	2.1517	-0.7159	0.0028	-0.00399	-0.46255	-1.17271	0.44283	0.03841	0.19436	-0.703	0.01918	0.00803	-0.9743	-0.70619	0.3515	-0.23358	0.37493	0.26056	0.15168	-0.76576	0.25501	-0.09512
0	37.5	10.7586	4.959	1.5726	0.3247	1.0451	0.4054	0.5144	-0.59999	0.05006	0.8019	-0.166	-0.21272	-0.22322	2.43947	-2.86246	0.50352	0.62829	0.7322	-1.51849	1.22411	-0.87453	0.60561	-1.5741	-0.05378	-0.31249	1.20981	-0.02279	0.39657	-1.20528	0.39365
0	38	11.9569	-0.3618	3.4044	0.5422	-1.9434	-0.1661	-1.3487	-0.83483	-0.67164	-1.3224	-1.1729	-1.08175	0.05176	-1.86025	-0.79374	0.07628	-1.0614	-0.5785	0.89347	-0.47751	-0.06684	0.41533	1.1425	-0.05302	0.58919	-0.77814	0.24855	-0.31493	0.06004	-0.92004
0	38	10.7727	3.066	4.0257	1.5298	1.9149	-0.7206	1.385	0.08605	-1.34435	0.4096	-0.185	0.45534	0.28027	-0.14216	0.82062	0.93212	-2.07766	-0.4993	0.03037	-0.96754	-2.68905	-0.4235	-0.0804	0.16191	-0.16452	0.34085	0.08033	0.04564	0.73006	-0.98099
0	38	-11.4374	-2.1659	5.4429	-4.2461	-1.2877	0.1737	5.7159	-3.81278	1.38561	-0.861	-2.3343	0.00584	-0.57566	0.43434	0.59207	-0.22151	1.56117	0.2155	1.9706	-1.29147	-0.57384	0.72018	0.9437	0.27925	1.86524	1.17192	-2.61206	1.13882	-0.47043	0.65056
0	38.200001	11.7554	-2.9773	2.9119	2.8279	2.4507	-0.7284	-1.7113	-0.91244	0.5877	0.453	-0.1768	0.49107	-0.37401	-2.23676	1.41198	0.1366	0.29022	-0.6823	0.3919	0.16141	-0.71699	-0.57317	0.6313	0.32327	0.38571	-0.02181	0.35045	-0.92139	0.00639	-0.56015
0	39	8.1608	-3.0686	2.5152	-1.1346	-1.2755	0.3062	1.6702	-0.33466	1.11676	-1.7527	-2.2139	0.03857	0.01441	-1.55932	-0.72192	0.93159	-0.33806	-0.0585	0.28112	0.01175	0.71446	0.957	0.1122	-0.23255	0.93742	0.3255	-0.01178	0.65274	-0.7028	0.22802
0	39.799999	12.553	4.0681	0.3479	0.4349	-0.9576	0.8758	0.1368	-0.29988	-1.13216	-0.7536	-1.2367	-1.85509	-1.78274	1.27941	1.33512	-0.08972	0.24561	0.3808	0.71787	0.18618	-1.65175	-0.33081	-0.0061	0.38331	0.09351	-0.60117	-0.00429	0.27618	-0.62223	-1.51396
0	40	10.7613	-1.825	-0.0351	0.0337	0.3145	0.0986	1.1652	1.31491	1.20849	-1.6679	-0.1326	-0.43011	-0.95392	-3.54459	0.06984	-1.67413	-1.04046	0.0602	0.75332	-0.19042	-0.35257	0.29831	0.1067	0.0438	-0.09171	0.21688	0.47435	-0.68128	-0.59113	0.63127
0	40.5	14.2167	-0.2602	-0.6164	3.2451	-0.148	-0.4268	0.6828	1.73991	-1.43044	-0.3031	-0.6505	-0.04826	-0.1539	-0.74599	0.44059	0.95297	-1.47694	0.295	1.45494	-1.70232	0.27955	-0.42534	0.6732	-0.31987	-0.16145	0.08126	-0.22805	-0.05533	0.25775	-1.0589
0	41	10.9381	4.1007	2.5496	-0.1659	-0.7147	-1.6565	1.5649	-0.65625	-1.32214	-0.4302	-0.1522	-2.10546	1.0445	-0.1463	-1.49185	-0.5721	-0.72501	-0.0365	0.15245	-2.66436	-0.88712	-0.04515	0.4057	1.55934	-1.54384	-1.74487	0.27877	0.72388	0.22505	-1.94936
0	41	3.1692	3.2598	2.1048	1.7951	2.5016	0.0162	0.4052	0.24966	0.52183	0.0289	-0.5334	0.85533	-0.17556	-0.5091	0.42853	-0.33354	-0.17158	-0.767	-0.8326	0.32699	0.0884	-0.23051	-0.0628	-0.15321	-0.49973	-0.33998	1.23785	0.5695	0.15131	1.21685
0	41	2.0032	6.0598	4.8629	-2.026	2.6618	-2.8194	3.0359	-2.43026	-0.04526	0.7042	0.6613	-0.29097	0.43111	-0.53416	-2.18249	1.38533	-2.88604	1.9171	-0.87647	-0.02538	-2.2257	-0.08947	-1.6949	1.70807	0.0936	1.20741	-0.41818	0.2917	-0.39946	1.07843
0	41	9.599	-1.928	0.7335	1.7463	2.551	-0.9906	-1.2888	-2.14566	1.71548	-0.5832	0.1026	-0.54211	-0.88365	-1.36299	0.52534	-0.03801	-0.81125	-0.6854	-0.67765	0.63724	-0.38166	-0.51852	0.2494	0.83439	-0.19561	1.09365	-1.09625	-0.41529	0.69262	0.08499
0	41	13.4577	-1.5406	3.9723	-1.3891	-1.336	-0.4682	-0.4136	-0.97066	-0.45614	-0.9085	-0.7441	-0.50227	0.50055	-2.14948	-0.26333	1.06942	-1.34927	-0.8239	0.65971	-0.60268	-1.40261	-0.2521	0.9735	0.75445	0.54445	-0.79301	-0.22709	0.10236	-0.23588	0.25225
0	41.5	6.8055	-0.9482	1.8284	1.2282	2.0281	-0.8282	-0.9631	-2.75234	1.95575	-0.4341	-0.1847	0.14059	-1.02384	-1.3287	0.49222	0.15744	-0.08341	-0.7468	-0.52872	0.70613	-0.00492	-0.67973	0.6479	0.73151	-0.11309	0.73914	-1.35634	-0.6422	0.6606	-0.18331
0	41.799999	-4.354	7.4058	1.3829	-1.8143	-0.8401	-0.354	1.523	-3.5253	1.80524	-0.5518	-0.7904	1.35408	-0.52642	-1.05205	-1.52918	-0.58956	2.22645	0.8993	1.30696	-0.72559	-0.31705	0.47309	-0.371	1.08223	-0.52812	-0.28334	-0.58225	-0.08576	0.53915	-1.45682
0	42	4.7671	2.4767	-0.3945	2.4396	0.3979	0.678	-0.0899	0.17397	1.66603	-1.8253	-1.1192	-0.00278	-0.30821	0.10943	0.35481	-0.7263	0.51822	-1.2299	-0.19854	0.24058	0.68303	-0.57811	0.8482	-0.57298	-0.42028	-0.93571	1.2717	0.3707	0.34908	-0.00319
0	42.5	-6.7828	6.4758	2.0777	1.7352	2.3066	-0.7445	0.7683	-1.45046	1.96742	-0.6763	-0.8704	1.17933	-0.24436	0.06685	0.28391	-0.22345	0.12554	-1.517	-0.89931	0.35657	0.38512	-0.88705	0.442	-1.27571	-0.54451	-0.87265	0.84288	-0.07804	-0.1152	-0.07626
0	42.5	13.5566	2.4715	2.4225	-1.3262	1.1748	-1.1082	1.797	-0.23866	-0.02877	0.2493	-0.2669	0.17789	-0.73928	0.04291	-0.72428	-1.15119	-0.44514	-1.2234	0.30162	-0.76973	-2.18045	-0.73734	-0.2988	0.31055	-0.89251	-0.11172	0.29043	0.95387	-0.35149	1.09175
0	43	8.7059	1.9378	3.4178	0.3909	-0.9422	-0.036	1.4729	-0.20154	-0.87497	-1.0649	-1.0137	-0.63896	-0.34088	-0.51573	-1.03245	0.2834	-2.21343	-0.3183	-0.4082	-0.50916	0.12782	-0.00072	0.4853	-0.29731	-0.41728	0.17657	-2.10392	-0.38693	0.05688	-0.83325
0	43	10.0992	5.8969	-0.2822	2.1766	0.2417	1.3281	-1.4939	0.61968	-1.0546	0.7529	-0.7507	-0.36374	-0.44362	3.83412	-0.99471	-0.0705	1.21264	-1.4007	-1.98848	1.97145	0.51364	0.03036	-0.3236	0.91794	-1.58291	2.02063	-2.50345	0.2911	0.06427	-1.24487
0	43	11.1156	-5.4044	3.821	-4.4048	0.3026	-2.896	0.312	-4.45594	0.97796	-1.3327	0.2444	-1.69767	0.23279	-0.44849	-0.51038	1.40759	1.30467	-1.8114	1.60471	-0.65019	-0.09305	-0.51351	-0.0254	-1.46917	-1.52196	-0.55249	0.28211	-0.82573	1.79039	-0.89778
0	43.799999	2.7189	5.6617	5.4025	2.6691	0.5437	0.8959	-0.0916	1.62581	-2.41795	1.862	-0.5471	1.59811	-0.34776	-0.25416	0.25415	0.27756	0.89554	0.6376	0.73255	0.00863	-0.26929	-0.17895	0.0423	0.82057	-0.2106	-0.07729	0.01687	-0.60173	-0.16855	-1.2601
0	44	3.5888	1.0998	2.9509	-0.7272	0.5223	-1.8598	-2.0046	-4.37697	1.85141	-0.8844	0.3945	0.03864	-1.09804	-0.98318	-1.16193	0.20962	0.32713	0.4756	1.01852	-0.39595	-0.41249	0.28934	0.1783	0.22859	0.01344	-0.10884	-0.23111	0.16625	0.53382	-0.79878
0	44	5.5221	7.0244	-1.2757	2.0743	-1.1369	-0.9244	-0.4791	-1.02974	0.00035	-0.9391	-0.7616	-0.13719	0.70241	0.35611	-0.13614	0.40576	-1.14427	-0.1669	0.56793	-1.01376	-1.58408	-1.1232	0.9344	1.12779	-0.19886	0.24156	0.60725	-0.31975	0.29787	-0.96979
0	44	0.8162	3.598	3.5371	0.8029	2.0464	-0.2439	1.2945	-0.45392	1.25776	-0.5098	-0.7291	1.10424	-0.09121	-0.798	-0.57737	-0.60539	-0.14194	-0.9756	-0.62669	0.43053	-0.05483	-0.41651	-0.0947	-0.43125	-0.35587	-0.78319	1.00457	0.14644	0.37871	0.49486
0	44	2.1082	-3.2757	-4.08	-5.5482	5.4172	-0.9704	-2.3298	1.55417	-1.84131	-0.0824	-2.4324	2.57967	0.13607	1.07789	-1.77018	1.94832	-0.4299	0.8017	0.97542	-0.74043	0.43507	-1.25744	-0.0273	0.13897	0.93658	-0.42066	-1.00312	0.38198	-0.00724	-0.03396
0	44	10.8784	-1.93	1.3753	1.8514	-0.2163	0.3622	0.263	1.58025	0.40369	-1.44	-1.0886	-0.79916	0.04461	-0.73587	-0.0022	0.01635	-0.60576	-0.3084	-0.14337	-0.19228	0.52259	-0.25842	0.8387	-0.96076	0.53047	-0.19522	-0.09024	-0.97352	-1.2005	-0.19998
0	44.5	8.6417	-2.3088	1.5884	2.3071	0.3261	1.0602	0.9665	1.60083	0.53482	-1.5264	-0.7953	-0.30756	-0.3056	0.16998	0.13254	-0.33947	-0.60084	-1.2827	-0.59067	0.10601	1.51466	-0.57575	0.6949	-0.38562	-1.20106	-0.64324	-1.06839	0.15089	0.42098	0.01749
0	44.5	12.7777	-6.117	-1.7612	3.3581	1.3296	-0.8014	-0.3782	-1.38448	-0.81122	0.2501	-0.7643	0.16626	-0.32616	-1.90438	0.53799	0.68693	-0.75763	-0.5076	0.58744	-0.42312	0.25092	0.40069	-0.1987	-0.53282	0.62111	-0.42321	0.1716	0.13853	1.0182	-0.24027
0	44.5	13.7101	-6.9874	0.2924	2.2174	4.4613	-1.5409	0.5217	2.3904	1.79942	-0.3616	-0.8075	-0.00014	-0.2354	-1.12364	0.69722	-0.8026	-0.33166	-0.859	-0.64644	0.26446	0.30321	0.34582	-1.5276	0.43122	-0.24333	0.24736	1.7975	1.94903	-0.57718	-0.03042
0	44.799999	11.1215	2.9959	3.163	1.5448	2.3349	-0.6536	1.3849	0.34016	-1.10475	0.3017	-0.0358	0.519	0.01501	-0.23135	1.22922	0.25407	-2.19888	-0.6003	0.04175	-1.03771	-2.78789	-0.19251	-0.1332	-0.36187	0.21337	0.3964	-0.21512	0.30854	0.69515	-0.92901
0	45	9.104	5.571	1.8224	2.499	0.0563	1.8428	-1.2238	1.18581	-1.63835	1.5872	-0.7024	0.86599	0.39886	3.26179	-1.4138	0.28776	2.45409	0.1654	-0.58458	0.70122	-0.58764	0.26803	-0.7923	-0.11841	-0.51314	0.72451	-0.28343	-0.31473	-0.92776	-0.48737
0	45	4.8784	7.3349	-0.4935	1.3133	0.8603	0.6375	-0.7064	-1.11121	0.3636	0.6941	-0.58	0.35575	0.06728	3.75048	-1.75478	1.00634	1.25051	-1.0446	-2.45775	1.74636	0.04303	-0.27229	-0.8344	-0.26165	-0.42419	1.1669	-1.40703	0.05375	-0.10465	-0.07269
0	45	8.9745	0.1348	-4.8363	0.535	5.4585	-4.0861	3.7001	-0.63944	-0.98697	2.4229	0.7778	-1.83279	0.97062	-0.98112	1.71638	-0.00832	-0.19768	-0.1018	-2.586	-1.56773	0.85366	1.43523	2.2284	0.61708	2.70084	-0.57509	0.89545	-0.72584	1.35829	-0.65768
0	45	8.4656	-0.0484	0.7866	-1.0554	-1.9086	0.0905	-1.233	-0.14927	-0.28818	-0.5228	0.0722	-0.24975	0.29568	-1.19639	-0.89413	0.97188	-0.29312	-0.3265	0.8981	-0.50786	-0.97529	-0.421	0.3825	0.74672	0.49463	-0.47717	-0.59795	0.80548	-0.52791	0.70248
0	45.5	14.2326	1.9824	0.9364	2.7882	0.1994	-0.7659	0.9095	0.88512	-0.71893	-1.0592	-0.5915	-0.30245	-0.33469	-1.86895	1.17642	-0.04621	-2.32256	0.384	1.05117	-1.84724	-1.1598	-0.31086	0.8649	-0.11533	-0.44984	0.24145	-0.28457	-0.02275	-0.51171	-0.84452
0	45.5	-2.3301	1.9043	1.8491	1.4498	3.1	-0.8466	0.9541	-0.46945	2.29403	-0.4269	-0.8655	1.38657	-0.77778	0.14451	1.12536	-0.49246	0.8241	-0.7582	-0.32582	-0.09555	0.10861	-0.18533	-0.0309	-0.57685	0.00816	0.01138	0.52959	1.48987	0.02659	0.17668
0	46	7.1468	-4.3193	-1.4135	2.8118	1.7501	0.2712	3.3855	-0.54867	-0.41807	-0.0174	0.0163	0.59302	-0.83436	-0.29158	-0.44719	1.16268	-1.27449	1.5362	0.04011	-1.31459	0.13993	0.12264	-1.0343	-1.24014	-0.43461	0.34403	-1.48043	-0.19268	0.13303	1.00488
0	46.5	8.3559	4.75	0.2401	-1.6534	0.9213	-1.6282	2.6874	-1.89209	1.14649	0.9915	0.2525	-1.31044	1.04683	2.07466	-1.43404	-0.49787	4.20213	-0.5199	-1.78164	-2.45654	0.81589	0.71662	-0.3566	0.95728	-1.75118	-0.98632	0.00981	1.01309	-0.56645	-1.51161
0	46.799999	10.3648	-2.734	1.6953	0.09	-0.2481	0.1874	-0.4863	-0.82676	1.72476	-0.314	-0.2641	0.63715	0.48181	-0.16401	-0.59463	-0.62247	0.38368	-1.1809	-0.09115	0.23672	-0.08563	-0.16006	0.2395	0.09976	-0.3066	-1.65775	0.54965	0.47426	0.63268	0.34613
0	47	4.564	4.7663	-0.2202	1.5004	0.032	-1.0827	-1.8528	-2.80018	1.48439	-1.2619	-0.5768	0.39515	-0.63281	-0.58146	0.26689	0.07634	0.43148	-0.4223	0.79836	-0.55302	-0.54211	-0.2857	0.7449	-0.20741	-0.02975	-0.10962	0.26516	-0.0635	0.38192	-1.08487
0	47.200001	6.7891	3.4482	1.6725	-0.0647	1.1855	-1.9443	-0.6822	-2.40425	0.04445	-0.5142	0.0803	-1.73462	-2.02937	-0.46128	1.62096	0.68554	-1.25382	-0.3607	-0.36809	0.35817	-1.07972	-0.86148	-0.2516	-0.89299	0.82019	-0.87383	0.24614	0.16667	-0.57322	-0.7053
0	47.200001	-1.7818	2.8187	1.6253	0.7062	0.8448	0.3821	1.8295	-0.98891	1.54874	-1.3887	-0.651	0.21935	-0.03413	-0.32425	-0.01789	0.66802	-0.63034	1.2791	-0.5621	-0.63991	-0.01263	0.08756	-0.3873	-0.7852	-0.14463	0.64671	-1.09776	-0.58013	-1.16858	1.07849
0	47.5	12.9017	2.3397	1.5363	2.288	0.4214	-1.1594	1.1663	0.70274	-0.57448	-0.8015	-0.4981	-0.36546	-0.59662	-1.84755	0.68294	-0.01403	-2.41587	0.6346	0.67376	-1.77977	-1.01778	-0.46893	0.6351	-0.16847	-0.27433	0.36305	-0.42797	-0.16768	-0.87087	-0.23656
0	48	9.1228	-2.1518	0.7513	2.0866	1.1699	-0.9886	-1.3725	-2.38017	2.33877	-0.6211	-0.358	0.38242	-0.78037	-1.59498	0.34772	-0.1447	0.96706	-0.5754	0.57977	0.03061	-0.38997	-0.93273	0.7647	0.19885	0.38345	0.06796	0.11518	-0.98828	-0.09679	-0.25344
0	48.5	3.9516	-2.5206	1.0466	1.7203	0.3381	1.4257	0.8244	0.47051	1.79324	-2.5445	-0.8573	-0.6332	0.66936	-0.30302	-1.46867	0.29807	-0.4488	0.3994	-1.0564	0.49576	0.50531	0.01972	-0.0762	-1.00158	-0.10944	-0.2686	0.0064	-1.69663	-0.66572	-0.31002
0	48.5	6.7157	-0.1383	0.1533	-1.1746	0.7611	-0.2609	1.4644	-1.36286	1.42239	-1.4126	-1.9457	-0.9768	-2.92268	0.00729	2.49175	-0.03161	0.13539	0.2848	0.41582	0.51898	-0.56385	-0.02135	-0.4401	0.08764	0.95424	0.6776	0.85382	0.65302	-0.40571	0.04288
0	49	9.2896	3.9163	0.1167	2.571	1.5263	-0.5397	1.0196	0.40887	0.23812	-0.5111	-0.3855	0.30598	-0.54569	0.3863	1.80618	-1.21675	-0.35984	-0.4506	1.02954	-1.54182	-1.07443	-0.39006	0.5096	0.16473	-0.76383	0.35645	0.30548	1.36596	0.42054	0.14535
0	49	12.4673	2.3378	-1.2468	1.4635	2.0328	-2.6548	2.2335	-0.33289	0.26147	-0.7241	0.0435	-0.66808	1.08544	0.11463	1.95615	-0.54595	-0.90725	-0.6793	2.38035	-0.85767	-0.25293	-0.69885	1.564	-0.92773	-1.25538	-0.51596	-0.27108	0.7926	-0.42526	0.14321
0	49	10.594	-2.7982	0.4449	2.3578	1.3678	-0.6853	-1.5455	-2.10198	2.137	-0.8257	-0.2856	0.09367	-0.50092	-1.59626	0.58496	-0.05204	0.5814	-0.6905	0.45753	0.07987	-0.56387	-0.72384	0.6683	0.08322	0.40904	-0.02075	0.23231	-0.8781	0.23121	-0.3883
0	49	-14.5854	2.7069	-6.414	-9.1313	10.3896	-2.3402	-5.2262	1.32778	-5.39877	-4.1571	-7.9519	2.01604	-0.62225	1.79852	-1.96243	1.97397	0.44287	-0.7225	1.46355	-2.4828	-0.63896	-1.65063	1.3247	-0.98493	-0.21043	0.0054	1.13189	-1.28155	0.04572	-0.43574
0	49	8.247	5.9634	-1.1688	1.5485	-1.4186	0.04	-1.1353	-0.20547	-0.15599	0.0982	-0.4123	0.45231	0.4845	1.12929	-0.11233	0.11842	-0.05985	-0.371	-0.04481	-0.06232	-0.99157	-0.9391	0.8277	0.75346	-0.25211	0.2506	0.48534	-0.0771	-0.86663	-0.93368
0	49	7.5037	5.1333	-3.1538	0.3863	-0.1379	0.9997	0.3339	-0.38122	1.1061	0.6265	0.4184	0.46946	-0.07696	3.3387	-1.60787	-0.7923	2.52851	-1.4056	-0.45187	0.70394	-1.04348	-0.5214	-0.715	-0.16367	-0.8574	-0.26222	0.3204	0.97937	0.13515	1.05527
0	49.200001	2.5111	4.1593	-0.3638	-0.776	-0.2488	-0.707	-0.8152	-2.20504	1.49472	-0.6693	0.3593	0.12894	-1.09769	-2.33222	-1.20002	-1.18487	0.86673	0.1809	1.08017	-0.84691	-0.62691	0.37355	-0.1919	0.57019	-0.48128	0.03659	0.09571	0.20146	0.31315	-0.57788
0	49.5	-0.3786	0.8247	0.641	-0.2797	-1.6087	-0.5027	2.3404	0.54064	2.20665	-0.9831	-0.6822	0.43758	-0.43772	-1.13656	0.64648	3.16671	1.17818	-0.665	1.78516	-0.24553	0.88936	-0.80426	0.409	0.06946	0.81611	1.47215	0.02587	1.10298	0.4615	-0.50567
0	49.799999	2.8542	6.9072	-0.5761	0.8304	-0.4833	-0.4705	0.2212	-2.06228	0.4337	-1.1129	-1.0822	-2.31393	-2.29011	1.46341	0.93859	-0.20593	0.33156	0.1143	-0.40057	-0.29758	-0.64643	-0.71508	-0.7418	-0.5282	0.12473	-0.28612	0.13553	0.33555	-1.02452	-1.26611
0	50	3.5385	7.955	-0.4172	1.5112	1.1924	0.1693	-0.6656	-0.94793	0.41534	0.9317	-0.3482	0.3795	0.44883	3.82146	-1.90964	1.19982	1.67905	-0.6594	-2.17232	1.23137	-0.68043	-0.30599	-1.1866	-1.16292	0.51576	0.71149	-0.02056	-0.08043	-0.59285	0.58744
0	50	7.8629	4.6352	-1.5274	2.3931	0.6793	-0.3881	0.4294	-0.47828	0.9157	-1.1979	-0.4207	0.27316	-0.39116	0.21578	0.70296	0.37358	-0.60126	0.1679	0.07042	-1.07184	-0.74863	-0.34328	0.3581	-0.90518	-0.2046	0.4973	-0.34101	0.08948	-0.25738	-0.19366
0	50	9.1467	0.4997	5.03	-2.0987	-3.675	0.9016	2.191	-0.46915	-0.19523	-0.344	-1.3267	0.12661	0.41888	-0.16623	-3.36088	0.87547	0.21556	-0.7964	0.68612	0.15842	-0.89164	-0.56481	0.0499	0.2143	0.89594	-1.37431	-0.98415	-0.37955	-0.18556	-0.85493
0	50	-1.8703	4.4894	6.263	0.5847	4.3794	-1.162	1.8243	-0.40284	0.21227	1.1806	-0.1962	1.51785	-0.03186	-0.58888	0.32137	0.27839	-0.67551	-0.6354	-1.63044	0.4476	-0.32486	-0.51348	-0.3891	-0.56139	-0.20239	-0.492	0.64828	0.19266	-0.07666	1.12235
0	50.099998	6.6458	5.2737	-2.1505	2.9985	0.2359	-0.0717	-0.0803	0.08748	0.74006	-1.1162	-0.3635	0.27898	-0.60275	0.20724	0.46091	-0.39093	-0.29784	0.2999	0.37546	-1.10969	-0.54186	-0.39083	0.2752	-0.8916	-0.25426	0.55807	-0.29809	-0.13136	-0.31859	-0.3059
0	50.200001	7.9505	-0.2341	1.3753	0.2019	1.35	-0.4134	0.6271	1.01136	1.30594	-0.6403	-1.8408	0.557	-0.34907	-2.94167	0.08554	0.13373	-1.82514	-1.1165	-0.84516	1.01388	0.18609	1.01063	-0.3515	-0.62907	1.65154	0.81576	1.2515	0.93856	-0.71755	0.16145
0	50.5	3.7844	3.2544	-2.6916	1.3484	0.5676	-0.7001	0.9212	-0.10718	0.70468	-0.0006	-0.3379	0.98669	-1.08359	-0.01708	-1.31537	1.07085	-0.65878	1.8187	1.44589	-1.1491	0.83924	-0.33717	-0.4644	0.67463	-0.1364	1.24256	-0.15968	0.4133	0.6587	0.29895
0	50.5	9.77	-1.8401	-1.3206	0.8619	0.9382	-0.2235	2.0676	-1.47599	-1.10367	0.1881	-1.832	-1.1681	-3.31847	-1.0276	1.59752	0.18823	-0.9583	-0.967	-0.72863	1.23675	0.36092	-0.69881	-0.2248	-0.04527	0.17077	-0.15592	-0.93406	-0.14176	-0.00964	0.21743
0	50.5	7.4866	-2.425	0.2311	-1.5329	-0.7377	-0.088	2.8972	1.14205	0.79799	-0.4631	-0.433	-0.98829	-2.94843	-1.52146	1.58169	3.25067	0.37776	-0.1036	1.55905	0.84254	0.83625	-0.95103	-0.735	-0.29122	0.91328	0.30723	0.33752	1.07898	0.26548	-0.32737
